# Tempo	Potencial
4369	89.6988
4370	89.9536
4371	88.4497
4372	84.8759
4373	87.6961
4374	89.8652
4375	90.7064
4376	90.295
4377	84.2645
4378	80.0207
4379	81.4132
4380	86.2079
4381	86.6589
4382	90.2162
4383	92.0877
4384	90.7674
4385	87.2933
4386	88.4787
4387	93.5537
4388	96.8449
4389	99.7801
4390	102.428
4391	100.581
4392	101.809
4393	98.0216
4394	99.3329
4395	95.6614
4396	97.6201
4397	95.2312
4398	96.9899
4399	96.5899
4400	92.7454
4401	89.6206
4402	88.9833
4403	88.666
4404	92.8679
4405	93.2757
4406	95.4716
4407	95.5263
4408	92.8646
4409	92.5509
4410	98.1288
4411	98.1166
4412	96.2377
4413	91.4579
4414	86.759
4415	85.4243
4416	88.1652
4417	86.1139
4418	85.3544
4419	86.9811
4420	88.1249
4421	89.6461
4422	91.6507
4423	89.2371
4424	87.3752
4425	82.9254
4426	84.1736
4427	81.8716
4428	81.6093
4429	87.9323
4430	87.2865
4431	90.1003
4432	88.7521
4433	86.992
4434	85.5053
4435	86.1828
4436	85.3874
4437	89.0037
4438	88.8522
4439	86.0155
4440	80.0446
4441	83.5098
4442	83.6339
4443	86.9322
4444	89.783
4445	89.6739
4446	87.8417
4447	89.9578
4448	92.0856
4449	90.9224
4450	90.0065
4451	87.4215
4452	87.4364
4453	86.8159
4454	88.0002
4455	86.1682
4456	88.7342
4457	89.3947
4458	92.7453
4459	92.7654
4460	94.5232
4461	94.7221
4462	94.4615
4463	92.5259
4464	98.2725
4465	97.7975
4466	94.0114
4467	95.2921
4468	93.1066
4469	91.5438
4470	92.8674
4471	92.4588
4472	91.6128
4473	88.9151
4474	90.7735
4475	90.4305
4476	84.8471
4477	89.156
4478	92.8797
4479	91.4665
4480	93.299
4481	88.4111
4482	87.4534
4483	87.5107
4484	89.2717
4485	91.3501
4486	87.319
4487	87.8162
4488	87.0221
4489	88.4582
4490	85.0813
4491	85.588
4492	86.9648
4493	82.7891
4494	85.4756
4495	82.9445
4496	84.1639
4497	87.627
4498	86.8734
4499	87.7439
4500	84.1899
4501	89.1012
4502	91.4986
4503	92.8412
4504	89.934
4505	90.4077
4506	86.138
4507	84.4382
4508	86.8862
4509	84.317
4510	86.9208
4511	88.1243
4512	91.1775
4513	88.0293
4514	92.0472
4515	93.8949
4516	94.6253
4517	90.5031
4518	86.405
4519	86.2166
4520	85.3887
4521	91.7101
4522	91.3574
4523	93.6941
4524	89.2914
4525	91.4273
4526	92.4618
